rowid;name;force;level;mechanic;equipment;primaryMuscles;secondaryMuscles;instructions;category;images;id
755;Álló kézisúlyos nyomás;push;beginner;compound;kézisúlyzó;[2];[6];"[Állj egymástól a lábad vállszélességében; vegyen egy súlyzót mindkét kezébe. Emelje fel a súlyzókat fej magasságára; a könyök kifelé és kb. 90 fok. Ez lesz a kiindulási pozíciód. „; „Szigorú technika fenntartása lábhajtás nélkül vagy hátradőlés nélkül; nyújtsa ki a könyökön keresztül, hogy a súlyokat közvetlenül a feje fölé emelje. „; „Szüneteltetés; és lassan tegye vissza a súlyt a kiindulási helyzetbe.]";strength;"[""Standing_Dumbbell_Press/0.jpg""; ""Standing_Dumbbell_Press/1.jpg""]";Standing_Dumbbell_Press
756;Álló kézisúlyos fordított bicepsz hajlítás;pull;intermediate;isolation;kézisúlyzó;[7];[12];"[Kezdetben; állj egyenesen, súlyzóval mindkét kezében egy pronált markolattal (tenyér lefelé nézve). A karjait teljesen ki kell nyújtani, miközben a lábad vállszélességben vannak egymástól. Ez a kiindulási pozíció. „; „Miközben a felkarokat álló helyzetben tartja; görbítse le a súlyokat, miközben a bicepszet összehúzza, miközben kilélegzi. Csak az alkaroknak kell mozogniuk. Folytassa a mozgást, amíg a bicepsz teljesen össze nem húzódik, és a súlyzók vállszinten vannak. Az izom összenyomása közben tartsa egy másodpercig az összehúzott helyzetet. „; „Lassan kezdjeje el visszahozni a súlyzókat a kiindulási helyzetbe, amikor belélegzed. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Dumbbell_Reverse_Curl/0.jpg""; ""Standing_Dumbbell_Reverse_Curl/1.jpg""]";Standing_Dumbbell_Reverse_Curl
757;Álló kézisúlyos, egyenes karú elülső delta emelés fej fölött;push;intermediate;isolation;kézisúlyzó;[2];[];"[Tartsa a súlyzókat a combok előtt; tenyér a combjaihoz néz. „; „Tartsa egyenesen a karjait, enyhén hajlítva a könyöknél, de tartsa zárva. Ez lesz a kiindulási pozíciód. „; „Kilégzés közben félkör alakú mozdulatokkal emelje fel a súlyzókat a kar hosszára. „; „Lassan térjen vissza a kiindulási helyzetbe ugyanazon az úton, mint belélegzi. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head/0.jpg""; ""Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head/1.jpg""]";Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head
758;Álló kézisúlyos tricepsz nyújtás;push;beginner;isolation;kézisúlyzó;[6];[];"[Kezdetben; álljon fel mindkét kézzel tartott súlyzóval. A lábadnak körülbelül vállszélességűnek kell lenniük egymástól. Lassan mindkét kezével fogja meg a súlyzót, és emelje fel a feje fölé, amíg mindkét kar teljesen ki nem nyúlik. „; „Az ellenállásnak a tenyerében kell pihennie, hüvelykujjával körülötte kell állnia. A tenyérnek felfelé kell néznie a mennyezet felé. Ez lesz a kiindulási pozíciód. „; „Tartsa a felkarját közel a fejéhez, könyökkel befelé és merőlegesen a padlóra; engedje le az ellenállást félkör alakú mozdulattal a feje mögött, amíg az alkarja meg nem érinti a bicepszét. Tipp: A felkaroknak álló helyzetben kell maradniuk, és csak az alkaroknak kell mozogniuk. Lélegezzen be, miközben végrehajtja ezt a lépést. „; „Menjen vissza a kiindulási helyzetbe úgy, hogy a tricepsz segítségével emelje fel a súlyzót. Lélegezzen ki, miközben végrehajtja ezt a lépést. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Dumbbell_Triceps_Extension/0.jpg""; ""Standing_Dumbbell_Triceps_Extension/1.jpg""]";Standing_Dumbbell_Triceps_Extension
759;Álló kézisúlyos vállvonás;pull;beginner;compound;kézisúlyzó;[14];"[7; 2]";"[Fogjon meg egy súlyzót mindkét kezében egy pronált (tenyér előre) markolattal, amely valamivel kisebb, mint a vállszélesség. A súlyzóknak a combok tetején kell pihenniük. A karjait a könyöknél enyhén hajlítva kell kinyújtani, és a hátadnak egyenesnek kell lennie. Ez lesz a kiindulási pozíciód. „; „Használja az oldalvállát, hogy kilégzés közben emelje fel a súlyzókat. A súlyzóknak közel kell lenniük a testhez, miközben felfelé mozgatja, a könyöknek pedig mozgatniuk kell a mozgást. Folytassa emelje őket, amíg majdnem megérintik az állát. Tipp: A könyökének kell hajtania a mozgást. Ahogy felemeli a súlyzókat; a könyökének mindig magasabbnak kell lennie, mint az alkarja. Továbbá; tartsa mozdulatlanul a törzset, és szüneteljen egy másodpercig a mozgás tetején. „; „Lassan engedje vissza a súlyzókat a kiindulási helyzetbe. Lélegezzen be, miközben végrehajtja a mozgás ezen részét. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Dumbbell_Upright_Row/0.jpg""; ""Standing_Dumbbell_Upright_Row/1.jpg""]";Standing_Dumbbell_Upright_Row
760;Álló, felemelt négyszögű combizom nyújtás;static;beginner;;egyéb;[1];[];"[Kezdje azzal, hogy háttal állj körülbelül két-három lábnyira egy padtól vagy lépcsőtől. „; „Emelje magad mögött az egyik lábát, és támaszkodja a lábát a lépcsőn; akár a lábadon, akár a lábadon, amelyiket a legkényelmesebbnek találod. „; „Tartsa kissé hajlítva a támasztó térdét, és ne hagyja, hogy a térd a lábujjaidon túlnyúljon. Oldalváltás. ]";stretching;"[""Standing_Elevated_Quad_Stretch/0.jpg""; ""Standing_Elevated_Quad_Stretch/1.jpg""]";Standing_Elevated_Quad_Stretch
761;Álló, elülső rúd emelés fej fölé;push;intermediate;isolation;rúd;[2];[];"[Kezdetben; állj egyenesen súlyzóval a kezedben. A rudat a tenyerével lefelé nézve és a vállszélességnél közelebb eső markolattal kell megfognia egymástól. „; „A lábadnak vállszélességűnek kell lenniük egymástól. A könyökének kissé meghajlítottnak kell lennie. Ez a kiindulási pozíció. „; „Emelje fel a súlyzót, amíg kilégzés közben közvetlenül a feje fölé nem kerül. Minden ismétlés elvégzésekor ügyeljen arra, hogy a könyökét kissé hajlítsa. „; „Miután érezte az összehúzódást; belélegzéskor kezdjeje el visszaengedni a súlyzót a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Front_Barbell_Raise_Over_Head/0.jpg""; ""Standing_Front_Barbell_Raise_Over_Head/1.jpg""]";Standing_Front_Barbell_Raise_Over_Head
762;Álló gastrocnemius (vádli) nyújtás;static;beginner;;;[10];[5];"[Helyezze a jobb sarkát egy lépcsőre nyújtott térdével, és hajoljon előre, hogy jobb kezével megragadja a jobb lábujját. A bal térdének kissé meghajlítottnak kell lennie, a hátadnak pedig egyenesnek kell lennie. „; „Támogassa súlyát a bal lábán, és tegye bal kezét a bal combjára. „; „Húzza jobb lábujjait a térded felé, amíg a borjú nyújtását nem érzi.]";stretching;"[""Standing_Gastrocnemius_Calf_Stretch/0.jpg""; ""Standing_Gastrocnemius_Calf_Stretch/1.jpg""]";Standing_Gastrocnemius_Calf_Stretch
763;Álló combhajlító és vádli nyújtás;static;beginner;;egyéb;[5];[];"[Egy öv, szalag vagy kötél egyik láb körül húzva. Állva, tegye előre a lábát. „; „Hajlítsa meg a hátsó lábát; miközben tartsa egyenesen az elülső lábát. Most emelje fel az első lábának lábujjait a földről, és hajoljon előre. „; „Az öv segítségével húzza meg a láb tetejét, hogy növelje a borjú nyújtását. Tartsa 10-20 másodpercig, és ismételje meg a másik lábbal. ]";stretching;"[""Standing_Hamstring_and_Calf_Stretch/0.jpg""; ""Standing_Hamstring_and_Calf_Stretch/1.jpg""]";Standing_Hamstring_and_Calf_Stretch
764;Álló csípőkörzés;pull;beginner;isolation;saját testsúlyos;[16];[15];"[Kezdje állni az egyik lábon; függőleges támaszhoz tartva. „; „Emelje fel a nem támasztott térdet 90 fokra. Ez lesz a kiindulási pozíciód. „; „Nyisd ki a csípőt, amennyire csak lehetséges, és próbálj meg nagy kört alkotni a térdével. „; „Végezze el ezt a mozgást lassan több ismétlés során; és ismételje meg a másik oldalon.]";stretching;"[""Standing_Hip_Circles/0.jpg""; ""Standing_Hip_Circles/1.jpg""]";Standing_Hip_Circles
765;Álló csípőhajlító izmok gyakorlat;static;beginner;isolation;;[1];[];"[Álljon fel egyenesen, a gerinc függőlegesen; a bal láb kissé jobb előtt. „; „Hajlítsa meg mindkét térdét, és emelje fel a hátsó sarkot a padlóról, miközben a jobb csípőt előre nyomja. Ebben a helyzetben azonban nem lehet alaposan; mély nyújtást elérni, mert nehéz ellazítani a csípőhajlítót és egyszerre állni rajta. Oldalváltás. ]";stretching;"[""Standing_Hip_Flexors/0.jpg""; ""Standing_Hip_Flexors/1.jpg""]";Standing_Hip_Flexors
766;Álló belső bicepsz hajlítás;pull;intermediate;isolation;kézisúlyzó;[7];[];"[Álljon fel mindkét kezében egy súlyzóval, karhosszban tartva. A könyöknek közel kell lennie a törzshez. A lábadnak körülbelül váll szélességében kell lenniük egymástól. „; „Forgassa el a tenyerét úgy, hogy semleges helyzetben befelé nézzenek. Ez lesz a kiindulási pozíciód. „; „Miközben a felkarokat álló helyzetben tartja; hajlítsa ki a súlyokat, miközben a bicepszet összehúzza, miközben kilélegzi. A csuklónak úgy kell elfordulnia, hogy amikor a súlyok teljesen fel vannak emelve, lefektetett markolat legyen (tenyere felfelé néz) . „; „Csak az alkaroknak kell mozogniuk. Folytassa a mozgást, amíg a bicepsz teljesen össze nem húzódik, és a súlyzók vállszinten vannak. Tipp: Tartsa az alkarokat a külső deltoidokhoz igazítva. „; „Tartsa egy másodpercig az összehúzott pozíciót, miközben összenyomja a bicepszet. „; „Lassan kezdjeje el visszahozni a súlyzókat a kiindulási helyzetbe, amikor belélegzed. Ne felejtse el elforgatni a csuklót, miközben csökkenti a súlyt, hogy visszatérjen semleges markolatra. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Inner-Biceps_Curl/0.jpg""; ""Standing_Inner-Biceps_Curl/1.jpg""]";Standing_Inner-Biceps_Curl
767;Álló oldalsó nyújtás;static;beginner;;;[3];[];"[A csípőtávolságnál kissé szélesebb állást tartson kissé meghajlított térdével. „; „Helyezze a jobb kezét a jobb csípőjére, hogy támogassa a gerincet. „; „Emelje fel bal karját függőleges vonalba, és helyezze bal kezét a feje mögé. Tartsa ott, miközben jobbra hajtja a törzsét. „; „Tartsa egyenletesen elosztva a súlyát mindkét láb között (ne hajoljon a bal csípőjébe). Oldalváltás. ]";stretching;"[""Standing_Lateral_Stretch/0.jpg""; ""Standing_Lateral_Stretch/1.jpg""]";Standing_Lateral_Stretch
768;Álló combhajlító gyakorlat;pull;beginner;isolation;gép;[5];[];"[Állítsa be a gépkarot úgy, hogy illeszkedjen a magasságához, és feküdjönön úgy, hogy a törzset 30-45 fok körül előre hajlítva (mivel a szögletes helyzet kedvezőbb a hamstringek toborzásához) a karpárnával a jobb láb hátulján (csak néhány centiméter a borjak alatt) és a jobb láb elején a géppad tetején. „; „A törzset előre hajlítva tartva; győződjön meg róla, hogy a lába teljesen ki van-e nyújtva, és fogd meg a gép oldalsó fogantyúit. Helyezze egyenesen a lábujjait. Ez lesz a kiindulási pozíciód. „; „Kilégzéskor hajlítsa fel a jobb lábát, amennyire csak lehetséges, anélkül, hogy felemelné a felső lábát a párnából. Miután elérte a teljesen összehúzott pozíciót; tartsa egy másodpercig. „; „Belélegzés közben vigye vissza a lábakat a kezdjeeti helyzetbe. Ismételje meg az ajánlott ismétlések mennyiségéhez. „; „Végezze el ugyanazt a gyakorlatot most a bal lábnál.]";strength;"[""Standing_Leg_Curl/0.jpg""; ""Standing_Leg_Curl/1.jpg""]";Standing_Leg_Curl
769;Álló távolugrás;push;beginner;compound;saját testsúlyos;[1];"[10; 13; 5]";"[Ezt a fúrót legjobban homokban vagy más puha leszállási felületen lehet elvégezni. Győződjön meg arról, hogy képes mérni a távolságot. Álljon részleges guggoló helyzetben, a lábak vállszélességében egymástól. „; „Nagy karlengéssel és a lábak ellentétes mozgásával, ugorj előre, amennyire csak tudsz. „; „Próbálj úgy leszállni, hogy lábad előtted van, és a lábaddal nyúlj, amennyire csak lehetséges. „; „Mérje meg a leszállási ponttól a kiindulási pontig tartó távolságot, és nyomon kövesse az eredményeket.]";plyometrics;"[""Standing_Long_Jump/0.jpg""; ""Standing_Long_Jump/1.jpg""]";Standing_Long_Jump
770;Álló, alacsony csigás delta emelés;push;beginner;isolation;kábel;[2];[12];"[Kezdje azzal, hogy egy alacsony tárcsás sor jobb oldalán álljon. Bal kezével találkozzon a testen, és fogjon meg egyetlen fogantyút, amely az alacsony szíjtárcsához van rögzítve egy pronált markolattal (tenyér lefelé néző). Támogassa a karját maga elé. Jobb kezének meg kell ragadnia a gépet a jobb támasztás és egyensúly érdekében. „; „Győződjön meg róla, hogy a háta felálló, és a lábad vállszélességben legyen egymástól. Ez a kiindulási pozíció. „; „Kezdje el használni a bal kezét, és lépjenen ki a testedre, amíg ki nem emelkedik a váll magasságára, miközben kilégzés közben nem emelkedik. „; „Érezze a tetején lévő összehúzódást egy másodpercig, és belélegzés közben lassan leengedje le a fogantyút az eredeti kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlések mennyiségéhez. „; „Váltson karokat és ismételje meg a gyakorlatot.]";strength;"[""Standing_Low-Pulley_Deltoid_Raise/0.jpg""; ""Standing_Low-Pulley_Deltoid_Raise/1.jpg""]";Standing_Low-Pulley_Deltoid_Raise
771;Álló, alacsony csigás egykezes tricepsz nyújtás;push;intermediate;isolation;kábel;[6];"[4; 2]";"[Fogjon meg egyetlen fogantyút a bal karjával az alacsony tárcsás gép mellett. Forduljon el a géptől, tartva a fogantyút a test oldalára, teljesen kinyújtott karjával. Most mindkét kezével emelje fel az egyetlen fogantyút közvetlenül a fej fölé, úgy, hogy a tenyér előre nézzen. Tartsa a felkarját teljesen függőlegesen (merőlegesen a padlóra), és tegye jobb kezét a bal könyökére, hogy stabilan maradjon. Ez a kiindulási pozíció. „; „Tartsa a felkarját közel a fejéhez (könyök befelé) és merőlegesen a padlóra; engedje le az ellenállást félkör alakú mozdulatokkal a feje mögött, amíg az alkar nem érinti a bicepszét. Tipp: A felkaroknak álló helyzetben kell maradniuk, és csak az alkaroknak kell mozdulniuk. Lélegezzen be, miközben végrehajtja ezt a lépést. „; „Menjen vissza a kiindulási helyzetbe úgy, hogy a tricepsz segítségével emelje fel az egyetlen fogantyút. Lélegezzen ki, miközben végrehajtja ezt a lépést. „; „Ismételje meg az ajánlott ismétlések mennyiségéhez. „; „Váltson karokat és ismételje meg a gyakorlatot.]";strength;"[""Standing_Low-Pulley_One-Arm_Triceps_Extension/0.jpg""; ""Standing_Low-Pulley_One-Arm_Triceps_Extension/1.jpg""]";Standing_Low-Pulley_One-Arm_Triceps_Extension
772;Álló katonai nyomás;push;beginner;compound;rúd;[2];[6];"[Kezdje azzal, hogy a mellkas körül magas súlyzót helyezzen egy guggoló állványra. Miután kiválasztotta a súlyokat; fogja meg a súlyzót egy pronált (tenyér előre néző) markolattal. Ügyeljen arra, hogy a vállszélességnél szélesebb rudat fogják egymástól. „; „Enyhén hajlítsa meg a térdét, és helyezze a súlyzót a gallércsontjára. Emelje fel a súlyzót, és a mellkasán fekszik. Tegyen egy lépést hátrafelé, és helyezze el a lábát vállszélességben egymástól. „; „Miután felveszi a súlyzót a megfelelő markolathosszúságú; emelje fel a rudat a feje fölé a karjaival. Tartsa körülbelül a vállmagasságban és kissé a feje előtt. Ez a kiindulási pozíciód. „; „Belélegzés közben lassan engedje le a rudat a kulcscsontig. „; „Kilégzés közben emelje fel a rudat a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Military_Press/0.jpg""; ""Standing_Military_Press/1.jpg""]";Standing_Military_Press
773;Álló olimpiai súlylap-szorítás;static;beginner;isolation;egyéb;[12];[7];"[Kezdésként álljon egyenesen, miközben a gerinc mellett egy súlylemezt tartja mindkét kezében semleges markolattal (tenyér befelé néző). A lábaknak vállszélességűnek kell lenniük egymástól. Ez lesz a kiindulási pozíciód. „; „Engedje le a lemezeket, amíg az ujjak majdnem kinyúlnak, de még mindig képesek súlyt tartani. Lélegezzen be, miközben leereszti a lemezeket. „; „Most emelje vissza a lemezeket a kiindulási helyzetbe, miközben kilélegzi a kezét, lezárva. „; „Ismételje meg a programban előírt ajánlott ismétlési mennyiséget.]";strength;"[""Standing_Olympic_Plate_Hand_Squeeze/0.jpg""; ""Standing_Olympic_Plate_Hand_Squeeze/1.jpg""]";Standing_Olympic_Plate_Hand_Squeeze
774;Álló egykezes kábel bicepsz hajlítás;pull;intermediate;isolation;kábel;[7];[];"[Kezdje azzal, hogy egyetlen fogantyút megragadja az alacsony szíjtárcsás gép mellé. Győződjön meg róla, hogy elég messze van a géptől, hogy a karja elviselje a súlyt. „; „Győződjön meg róla, hogy a felkar álló helyzetben van; merőleges a padlóra, könyökkel befelé és tenyerével előre nézve. A nem emelő karjának meg kell ragadnia a derékot. Ez lehetővé teszi az egyensúly megőrzését. „; „Lassan kezdjeje el felfelé hajlítani az egyetlen fogantyút, miközben a felkarját álló helyzetben tartsa, amíg az alkar nem érinti a bicepszét kilégzés közben. Tipp: Csak az alkarnak kell mozognia. „; „Tartsa a összehúzódási helyzetet, miközben a bicepszet összenyomja, majd belélegzéskor engedje vissza az egyetlen fogantyút a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlések mennyiségéhez. „; „Váltson karokat a gyakorlat végrehajtása közben.]";strength;"[""Standing_One-Arm_Cable_Curl/0.jpg""; ""Standing_One-Arm_Cable_Curl/1.jpg""]";Standing_One-Arm_Cable_Curl
775;Álló egykezes kézisúlyos bicepsz hajlítás ferde padon;pull;beginner;isolation;kézisúlyzó;[7];[];"[Álljon egy lejtős pad hátoldalán, mintha valakinek megfigyelője lennél. Az egyik kezében tartson súlyzót, és fekvő (tenyér felfelé) markolattal helyezze át a lejtőpadon. „; „Helyezze a nem emelő kezét a lejtős pad sarkába vagy oldalára. A mellkasot a lejtés felső részéhez kell nyomni, és a lábát széles állásban a padlóhoz kell nyomni. Ez a kiindulási pozíció. „; „Miközben a felkarot álló helyzetben tartja; görbítse felfelé a súlyzót, miközben a bicepszet összehúzza, miközben kilélegzi. Csak az alkaroknak kell mozogniuk. Folytassa a mozgást, amíg a bicepsz teljesen össze nem húzódik, és a súlyzó vállszinten van. Tartsa a szerződéses pozíciót egy másodpercig. „; „Lassan kezdjeje el visszahozni a súlyzókat a kiindulási helyzetbe, amikor belélegzed. „; „Ismételje meg az ajánlott ismétlések mennyiségéhez. „; „Váltson karokat a gyakorlat végrehajtása közben.]";strength;"[""Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench/0.jpg""; ""Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench/1.jpg""]";Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench
776;Álló egykezes kézisúlyos tricepsz nyújtás;push;beginner;isolation;kézisúlyzó;[6];"[4; 2]";"[Először is; álljon fel egy kézben tartott súlyzóval. A lábadnak körülbelül vállszélességűnek kell lenniük egymástól. Most teljesen nyújtsa ki a karját a súlyzóval a feje fölé. Tipp: A kéz kis ujjának a mennyezetre kell néznie, a tenyerének pedig előre kell néznie. A súlyzónak a feje felett kell lennie. „; „Ez lesz a kiindulási pozíciód. „; „Tartsa a felkarját közel a fejéhez (könyök befelé) és merőlegesen a padlóra; engedje le az ellenállást félkör alakú mozdulatokkal a feje mögött, amíg az alkar nem érinti a bicepszét. Tipp: A felkarnak álló helyzetben kell maradnia, és csak az alkarnak kell mozognia. Lélegezzen be, miközben végrehajtja ezt a lépést. „; „Menjen vissza a kiindulási helyzetbe úgy, hogy a tricepsz segítségével emelje fel a súlyzót. Lélegezzen ki, miközben végrehajtja ezt a lépést. „; „Ismételje meg az ajánlott ismétlések mennyiségéhez. „; „Váltson karokat és ismételje meg a gyakorlatot.]";strength;"[""Standing_One-Arm_Dumbbell_Triceps_Extension/0.jpg""; ""Standing_One-Arm_Dumbbell_Triceps_Extension/1.jpg""]";Standing_One-Arm_Dumbbell_Triceps_Extension
777;Álló, fej fölötti rúd tricepsz nyújtás;push;beginner;isolation;rúd;[6];[2];"[Kezdésként: állj fel egy súlyzó vagy e-z rúd tartásával egy pronált markolattal (tenyerével előre nézve), kezével a vállszélességnél közelebb egymástól. A lábadnak körülbelül vállszélességűnek kell lennie egymástól. „; „Most emelje fel a súlyzót a feje fölé, amíg a karod teljesen ki nem nyúlik. Tartsa be a könyökét. Ez lesz a kiindulási pozíciód. „; „A felkarjait a fejéhez és a könyökéhez közel tartva; merőlegesen a padlóra; félkör alakú mozdulattal csökkentse az ellenállást a feje mögött, amíg az alkarja meg nem érinti a bicepszét. Tipp: A felkaroknak álló helyzetben kell maradniuk, és csak az alkaroknak kell mozdulniuk. Lélegezzen be, miközben végrehajtja ezt a lépést. „; „Menjen vissza a kiindulási helyzetbe úgy, hogy a tricepsz segítségével emelje fel a súlyzót. Lélegezzen ki, miközben végrehajtja ezt a lépést. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Overhead_Barbell_Triceps_Extension/0.jpg""; ""Standing_Overhead_Barbell_Triceps_Extension/1.jpg""]";Standing_Overhead_Barbell_Triceps_Extension
778;Álló, tenyér befelé egykezes kézisúlyos nyomás;push;beginner;compound;kézisúlyzó;[2];[6];"[Kezdje azzal, hogy az egyik kezében súlyzót tartson, semleges markolattal teljesen oldalra nyújtott karjával. A másik karjával tartsa meg a lejtős padot, hogy megőrizze az egyensúlyát. „; „A lábadnak vállszélességűnek kell lenniük egymástól. Most lassan emelje fel a súlyzót, amíg a karjával 90 fokos szöget nem hoz létre. Megjegyzés: Az alkarnak merőlegesnek kell lennie a padlóra. Folytassa a semleges tapadás fenntartását az egész edzés során. „; „Lassan emelje fel a súlyzót, amíg a karja teljesen ki nem nyúlik. Ez a kiindulási helyzet. „; „Belégzés közben csökkentse le a súlyt, amíg a karja ismét 90 fokos szögben nem lesz. „; „Érezze az összehúzódást egy másodpercig, majd kilégzés közben emelje fel a súlyt a kiindulási helyzet felé. Ne felejtse el tartani a lejtős padot, és tartsa a lábát úgy, hogy az egyensúlyt tartsa az edzés során. „; „Ismételje meg az ajánlott ismétlések mennyiségéhez. „; „Váltson karokat és ismételje meg a gyakorlatot.]";strength;"[""Standing_Palm-In_One-Arm_Dumbbell_Press/0.jpg""; ""Standing_Palm-In_One-Arm_Dumbbell_Press/1.jpg""]";Standing_Palm-In_One-Arm_Dumbbell_Press
779;Álló, tenyér befelé kézisúlyos nyomás;push;intermediate;compound;kézisúlyzó;[2];[6];"[Kezdje azzal, hogy mindkét kezében súlyzó legyen, semleges markolattal teljesen oldalra nyújtott karjával. A lábadnak vállszélességűnek kell lennie egymástól. Most lassan emelje fel a súlyzókat, amíg a karjaival 90 fokos szöget nem hoz létre. Megjegyzés: Az alkarnak merőlegesnek kell lenniük a padlóra. Ez a kiindulási pozíció. „; „Folytassa a semleges tapadás fenntartását az egész edzés során. Lassan emelje fel a súlyzókat, amíg a karja teljesen ki nem nyúlik. „; „Belégzés közben engedje le a súlyokat, amíg a karja ismét 90 fokos szögben nem lesz. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Standing_Palms-In_Dumbbell_Press/0.jpg""; ""Standing_Palms-In_Dumbbell_Press/1.jpg""]";Standing_Palms-In_Dumbbell_Press
780;Álló, tenyér felfelé – rúd hátul csukló hajlítás;pull;beginner;isolation;rúd;[12];[];"[Kezdje úgy, hogy egyenesen állsz, és tartsa a súlyzót a lábfej mögött a karhosszon, miközben pronált markolatot használ (a tenyér hátra néz a glütektől), és a kezét vállszélességgel távolítsuk el egymástól. „; „Egyenesen előre kell nézned, miközben a lábad vállszélességben vannak egymástól. Ez a kiindulási pozíció. „; „Kilégzés közben lassan emelje fel a súlyzót úgy, hogy a csuklóját félkörkörös mozdulatokkal a mennyezet felé hajlítja. Megjegyzés: A csuklónak kell lennie az egyetlen testrésznek, amely mozog ehhez a gyakorlathoz. „; „Tartsa egy másodpercig az összehúzódást, és belélegzés közben engedje vissza a súlyzót a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlések mennyiségéhez. „; „Ha kész, térd hajlításával engedje le a súlyzót a guggoló állványra vagy a padlóra. Tipp: A legkönnyebb vagy felvenni egy guggoló állványról, vagy ha egy partner átadja neked. ]";strength;"[""Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl/0.jpg""; ""Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl/1.jpg""]";Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl
781;Álló medence billentés;static;beginner;isolation;;[11];[13];"[Kezdje el úgy, hogy a lábad csípőtávolságra van egymástól. „; „Kissé hajlítsa meg a térdét, hogy puha és rugalmas legyen. „; „Érdemes néhányszor előre, hátra és hátra mozgatni a medencét, mielőtt előre tartaná a farokcsontot ebben a szakaszban.]";stretching;"[""Standing_Pelvic_Tilt/0.jpg""; ""Standing_Pelvic_Tilt/1.jpg""]";Standing_Pelvic_Tilt
782;Álló kötélhasprés;pull;beginner;isolation;kábel;[3];[];"[Rögzítse a kötelet egy magas szíjtárcsához, és válasszaa ki a megfelelő súlyt. „; „Állj hátul a kábeltoronyhoz. Vegye ki a kötelet mindkét kezével a vállára; tartsa a felső mellkasához. Ez lesz a kiindulási pozíciód. „; „Végezze el a mozgást a gerinc hajlításával; a súlyt lehúzza, amennyire csak lehet. „; „Tartsa a csúcsösszehúzódást egy pillanatra, mielőtt visszatérne a kiindulási helyzetbe.]";strength;"[""Standing_Rope_Crunch/0.jpg""; ""Standing_Rope_Crunch/1.jpg""]";Standing_Rope_Crunch
783;Álló soleus és Achilles-ín nyújtás;static;beginner;isolation;;[10];[];"[Álljon úgy, hogy a lábad csípőtávolságra van egymástól; az egyik láb kissé a másik előtt. „; „Hajlítsa meg mindkét térdét; tartsa a hátsó sarkát a padlón. Oldalváltás. ]";stretching;"[""Standing_Soleus_And_Achilles_Stretch/0.jpg""; ""Standing_Soleus_And_Achilles_Stretch/1.jpg""]";Standing_Soleus_And_Achilles_Stretch
784;Álló lábujjérintés;static;beginner;;;[5];[10];"[Álljon némi helyet előtted és mögött. „; „Hajlítsa meg a derékot; tartsa egyenesen a lábát; amíg el nem tud lazítani, és hagyja, hogy felső teste lógjon előtted. Hagyja, hogy a karja és a keze természetes módon lógjon le. Tartsa 10-20 másodpercig. ]";stretching;"[""Standing_Toe_Touches/0.jpg""; ""Standing_Toe_Touches/1.jpg""]";Standing_Toe_Touches
